,Name,Location,Difficulty,Number of reviews,Distance in miles,Elevation Gain in feet,Route Type,Rating,backpacking,bird watching,camping,cross country skiing,fishing,hiking,horseback riding,mountain biking,nature trips,off road driving,paddle sports,road biking,rock climbing,scenic driving,skiing,snowshoeing,surfing,trail running,walking,beach,cave,city walk,forest,historic site,hot springs,lake,rocky,rails trails,river,views,waterfall,wild flowers,wildlife,dog friendly,kid friendly,partially paved,stroller friendly,wheelchair friendly,no shade,snow,no dogs,dogs on leash,bugs,over grown,scramble,washed out,blowdown,muddy,bridge out,paved,off trail,closed
954,Kibbie Lake Trail,Yosemite National Park,3,29,13.1,"2,618",2,4.6,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
955,Vincent Gap to Mount Baden-Powell via PCT,Sheep Mountain Wilderness,3,72,12.0,"3,868",1,4.6,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Skyline Trail to Aerial Tramway Top Station,Mount San Jacinto State Park,3,63,9.7,"8,051",3,4.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
957,Cardiac Hill,Auburn State Recreation Area,2,97,4.4,964,2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,Wrights Lake to Grouse Lake,El Dorado National Forest,2,48,3.9,"1,190",1,4.6,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
959,Matt Davis Trail to Pan Toll Road,Mount Tamalpais State Park,2,28,6.5,"1,729",1,4.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,"Deer Camp Fire Road, Old Quarry and Michako Loop",Mount Burdell Preserve,2,102,5.2,"1,118",2,4.2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
961,Ritchey Canyon Trail and Coyote Peak,Bothe-Napa Valley State Park,2,103,5.0,"1,017",2,4.2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
962,Willow Creek OHV Trail,San Bernardino National Forest,2,62,6.3,948,1,4.5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
963,John Muir Trail in Kings Canyon,Kings Canyon National Park,3,14,83.7,"14,776",3,4.9,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0
964,Trippet Ranch to Eagle Springs Loop Trail,Topanga State Park,2,53,6.1,"1,200",2,4.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
965,Garstin Loop Trail,Santa Rosa and San Jacinto Mountains National Monument,2,120,3.7,"1,108",2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
966,Ridge and Sprig Trails Loop,Mount Madonna County Park,2,77,5.1,"1,184",2,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,Jurupa Hills North Trail,Martin Tudor-Jurupa Hills Regional Park,2,100,2.5,"1,125",1,4.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
968,Leona Canyon Trail,Leona Regional Open Space Park,1,100,2.8,469,1,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
969,Round Valley Trail to Wellman Divide,Mount San Jacinto State Park,3,48,6.6,"1,558",2,4.7,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
970,Bernal Heights Park Trail,Bernal Heights Park,1,86,1.0,104,2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,Randall Henderson Loop Trail,Santa Rosa and San Jacinto Mountains National Monument,2,125,2.7,426,2,4.1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
972,Briones Hills Loop Trail,Briones Regional Park,2,80,6.5,"1,125",2,4.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,"Black Mountain via PG&E, Quarry and Black Mountain Trail",Rancho San Antonio County Park,3,38,11.2,"3,146",1,4.6,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,Hazard Peak Trail,Montana De Oro State Park,2,80,11.2,"1,811",2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
975,Momyer Creek Trail to Dobbs Cabin,"Forest Falls, California",2,73,10.4,"2,883",1,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
976,Upper Otay Reservoir,"Chula Vista, California",2,136,2.1,157,2,3.6,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,Little Sycamore Canyon and Serrano Ridge Loop,Laguna Coast Wilderness Park,2,84,4.7,810,2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
978,Lonely Trail to Richards Road Loop,Huddart Park,2,82,8.4,"1,827",2,4.4,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
979,Hidden Horseshoe and Pushwalla Palms Trail,Coachella Valley Preserve,2,99,5.6,944,2,4.3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
980,Shelf Road Trail,Los Padres National Forest,1,95,3.5,410,1,4.2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Shell Ridge: Twin Ponds Loop,Shell Ridge Open Space,2,98,7.3,"1,276",2,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
982,Towsley Canyon Short Loop,Santa Clarita Woodlands Park,2,97,2.1,423,2,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,Old Stagecoach Road,Santa Susana Pass State Historic Park,2,106,2.9,705,2,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
984,Newport Beach Back Bay Trail,Upper Newport Bay Ecological Reserve,1,85,10.1,393,2,4.2,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
985,Half Moon Bay Coastal Trail,Half Moon Bay State Beach,1,79,3.5,213,1,4.2,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
986,Keller Peak,San Bernardino National Forest,2,64,12.5,"2,267",1,4.3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
987,North Bayfront Loop Trail,Baylands Nature Preserve,2,104,5.3,49,2,4.2,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
988,Clyde Lake,Desolation Wilderness,2,15,14.4,"2,923",1,4.8,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
989,South Plateau Trail to Bird Island,Point Lobos State Natural Reserve,2,31,1.6,259,2,4.7,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
990,Gilmore Lake,Desolation Wilderness,2,41,8.6,"1,837",1,4.4,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,Pentachaeta Loop,Triunfo Creek Park,3,105,4.4,"1,017",2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
992,Presidio Loop Trail,Presidio of San Francisco,2,80,3.6,295,2,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
993,"East Ridge, Waterfall, and Pioneer Nature Trail",Armstrong Redwoods State Reserve,2,78,2.4,574,2,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
994,Wall Street Mill Trail,Joshua Tree National Park,1,82,2.4,88,1,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
995,"Bommer Ridge, Moro Ridge, I Think I Can, El Moro Canyon and Slow 'N Easy Loop",Crystal Cove State Park,2,93,8.9,"1,387",2,4.4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
996,Meadowlark Ridge Loop,Waterbird Regional Preserve,1,23,1.7,167,2,2.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
997,Kubota Trail and Toyen Trail Loop,Portuguese Bend Reserve,2,51,3.5,754,2,4.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
998,Wellbarn Road Trail to Big Table Mountain,Big Table Mountain Ecological Reserve,3,90,6.9,"1,653",1,4.6,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,Black Rock Canyon Trail to Warren Peak,Joshua Tree National Park,3,60,5.0,"1,023",1,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1000,Wagon Wheel Canyon Loop Trail,Thomas F Riley Wilderness Park,2,78,2.7,360,2,4.3,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1001,Moraga Steps,Grand View Park,1,51,0.1,32,1,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1002,Middleridge Trail,Folsom Lake State Recreation Area,2,111,2.8,328,2,3.9,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1003,Jack London Mountain and Quarry Trail,Jack London State Historic Park,1,84,2.9,521,2,4.3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1004,Orchard Camp via Mt Wilson Trail,Mount Wilson Trail Park,2,40,6.3,"2,053",1,4.5,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1005,Hermit Gulch Trail to Lone Tree Point,"Avalon, California",2,70,5.9,"1,509",2,4.6,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1006,La Canada Teepee via Crosstown Trail,Angeles National Forest,2,109,2.7,"1,312",1,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1007,Stonewall Mine / Lake Cuyamaca Hike,Ah-Ha-Kwe-Ah-Mac/Stonewall Mine Cultural Preserve,1,80,3.3,183,2,4.5,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1008,Wolf Ridge Trail to Marincello Trail Loop,Golden Gate National Recreation Area,2,52,5.7,"1,295",2,4.4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1009,Lake Chabot via East Shore Trail,Lake Chabot Regional Park,1,55,3.5,236,1,4.2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1010,Oak Canyon Trail to South Fortuna Trail,Mission Trails Regional Park,3,25,10.3,"2,335",1,4.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1011,Muir Woods via the Bootjack Trail,Mount Tamalpais State Park,2,50,5.6,"1,496",2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1012,Agua Tibia Full Loop Trail,Agua Tibia Wilderness,3,66,20.2,"3,871",2,4.3,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
1013,Ediza Lake Loop Trail,Ansel Adams Wilderness,2,28,20.3,"3,687",2,4.6,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1014,North Lykken Trail,Santa Rosa and San Jacinto Mountains National Monument,2,96,3.5,"1,748",1,4.2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1015,Bull Creek Flats Trail,Bull Creek State Wilderness,2,67,7.4,636,2,4.6,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1016,Dunsmore Canyon and Le Mesanger Loop Trails,Deukmejian Wilderness Park,2,101,3.3,"1,036",2,4.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1017,Keys View Loop to Inspiration Point Trail,Joshua Tree National Park,1,47,1.2,501,2,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1018,Chalk Mountain Via Skyline to the Sea and Westridge Trails,Theodore J. Hoover Natural Preserve,3,28,16.2,"3,369",2,4.4,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0
1019,Lone Pine Lake Trail to John Muir Trail,Inyo National Forest,3,23,13.4,"5,462",1,4.5,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1020,Rockefeller Loop Trail,Humboldt Redwoods State Park,1,77,0.7,55,2,4.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1021,Hopalong Cassidy Trail,Santa Rosa and San Jacinto Mountains National Monument,2,72,7.4,"1,725",2,4.4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1022,Johnny Cash Trail,Folsom Lake State Recreation Area,1,110,6.3,839,2,3.8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1023,Maisie's Peak and Nob Hill Extended Loop,Fremont Older Open Space Preserve,2,68,5.7,"1,056",2,4.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1024,Sky Camp Trail,Point Reyes National Seashore,2,62,9.4,"1,774",2,4.6,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1025,Fiesta Island Trail,Mission Bay Park,1,100,4.1,32,2,3.9,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1026,Dragoon Gulch Trail,"Sonora, California",1,98,2.2,272,2,4.3,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,Wildwood Canyon Trail,Wildwood Canyon State Park,2,122,2.3,918,1,4.4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,Tennesse Valley to Muir Beach and Fox Trail,Golden Gate National Recreation Area,3,52,6.7,"1,669",2,4.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1029,Deep Creek Hot Springs to Bradford Ridge Path,San Bernardino National Forest,3,72,4.6,"1,322",1,4.3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
1030,Garnet Peak via PCT,Cleveland National Forest,2,74,4.0,688,1,4.8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,Clara Burgess Trail to Murray Hill,Santa Rosa and San Jacinto Mountains National Monument,2,85,7.1,"2,076",1,4.6,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1032,Otay River Valley Trail,Otay Valley Regional Park,1,117,8.0,301,1,3.9,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1033,"Ridge Trail to Goat Rock Overlook, Emily Smith Observation Point, and Saratoga Gap Trail",Castle Rock State Park,2,52,3.7,816,2,4.6,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1034,Nimitz Way Trail to Wildcat Creek Trail Loop,Tilden Regional Park,2,84,8.4,984,2,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1035,El Capitan Loop,Yosemite National Park,3,41,21.5,"5,213",2,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1036,Ney Springs & Faery Falls,Shasta-Trinity National Forest,1,83,1.3,255,1,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1037,Pictograph Trail,Anza-Borrego Desert State Park,1,49,2.6,423,1,4.2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1038,Skyline Divide OHV Trail,San Bernardino National Forest,2,62,11.6,"1,532",1,4.5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1039,Thunder Mountain Loop Trail,El Dorado National Forest,2,65,12.0,"2,552",2,4.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1040,Berryessa Peak Trail,Berryessa Snow Mountain National Monument,3,50,14.7,"3,507",1,4.1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
1041,Rose Bowl Loop Trail,Brookside Park,1,71,3.1,118,2,4.3,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1042,Bolinas Ridge Trail,Golden Gate National Recreation Area,2,80,11.0,"1,824",3,4.2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
