Index,Name,Difficulty,Number of reviews,Location
#1324,"Rock City, Wind Caves, and Sentinel Rock",EASY,70,"Danville, California
"
#1325,Devils Canyon Trail,MODERATE,62,"Angeles National Forest
"
#1326,San Francisco Bay Trail: Foster City and San Mateo Bikeways,EASY,80,"Shorebird Park
"
#1327,West Side Railroad Trail to the Tuolumne North Fork,MODERATE,82,"Stanislaus National Forest
"
#1328,Mother Miguel Mountain via Sweetwater Park,MODERATE,66,"Sweetwater Summit Regional Park
"
#1329,Oak Canyon,MODERATE,28,"Mission Trails Regional Park
"
#1330,Mugu Peak Extended Loop,MODERATE,68,"Point Mugu State Park
"
#1331,Lake Trails Loop,MODERATE,75,"Rockville Hills Regional Park
"
#1332,Cataract Falls and Alpine Lake via Simmons Trail,MODERATE,33,"Mount Tamalpais Watershed
"
#1333,Chamise Trail and Bollinger Creek Loop Trail,MODERATE,85,"Las Trampas Regional Park
"
#1334,Dreaded Hill Loop Trail,HARD,84,"Whiting Ranch Wilderness Park
"
#1335,Oso Flaco Lake Trail,EASY,89,"Oceano Dunes State Vehicular Recreation Area
"
#1336,Lagoon Valley Loop,EASY,90,"Lagoon Valley Park/Pena Adobe Park
"
#1337,Grand Canyon of the Tuolumne,MODERATE,12,"Yosemite National Park
"
#1338,Granite & Hidden Lakes Trail,MODERATE,39,"El Dorado National Forest
"
#1339,Frazier Falls Trail,EASY,67,"Plumas National Forest
"
#1340,Eagle Rock Via East Topanga Fire Road,MODERATE,43,"Topanga State Park
"
#1341,Moore Creek Park,MODERATE,65,"Moore Creek Park
"
#1342,West Ridge and French Trail Loop,MODERATE,80,"Redwood Regional Park
"
#1343,Pilot Creek Waterfalls (University Falls),MODERATE,62,"Georgetown, California
"
#1344,Lusardi Creek Loop Trail,MODERATE,71,"Rancho Santa Fe, California
"
#1345,Crystal Mountain via PCT,EASY,80,"San Bernardino National Forest
"
#1346,Santiago Canyon Trail,MODERATE,51,"Cleveland National Forest
"
#1347,Thunder Spring Trail,MODERATE,46,"Palomar Mountain State Park
"
#1348,Granite Chief Trail,MODERATE,50,"Tahoe National Forest
"
#1349,Garden to Sky Trail,MODERATE,65,"Avalon, California
"
#1350,Froom Canyon - Irish Hills Preserve,MODERATE,90,"Irish Hills Open Space
"
#1351,Mount Thom,HARD,64,"Brand Park
"
#1352,May Lake High Sierra Camp from Tioga Pass Road,MODERATE,30,"Yosemite National Park
"
#1353,Beacon Hill Fern Canyon Loop Trail,MODERATE,79,"Griffith Park
"
#1354,Calabasas Cold Creek Trail,MODERATE,58,"Calabasas Peak State Park
"
#1355,Sonoma Overlook Trail,EASY,73,"Sonoma State Historic Park
"
#1356,North Rim Trail to Boccardo Trail,MODERATE,58,"Alum Rock Park
"
#1357,South Yuba Trail,MODERATE,59,"South Yuba River State Park
"
#1358,Poly Canyon Loop Trail,MODERATE,60,"Peterson Ranch
"
#1359,Barbara's Lake Loop Trail,EASY,88,"Laguna Coast Wilderness Park
"
#1360,Sardine Lakes,EASY,31,"Tahoe National Forest
"
#1361,Moraine Trail,EASY,31,"Lake Tahoe Basin Management Unit
"
#1362,Hetch Hetchy Loop via Lake Vernon,HARD,40,"Yosemite National Park
"
#1363,Gabrielino Trail: Jet Propulsion Laboratory to the USFS Dam,MODERATE,73,"Angeles National Forest
"
#1364,Inspiration Point and Grassy Hollow,EASY,46,"Angeles National Forest
"
#1365,Roaring River Falls Trail,EASY,49,"Kings Canyon National Park
"
#1366,Forrestal Preserve Loop,EASY,84,"Forrestal Nature Preserve
"
#1367,Inyo Craters Trail,EASY,77,"Stanislaus National Forest
"
#1368,Victor Loop,EASY,64,"Agua Caliente Band of Cahuilla Indians Reservation
"
#1369,Old San Pedro Mountain Road / North Peak Trail,HARD,53,"McNee Ranch State Park
"
#1370,Ventura River Preserve Trail,EASY,82,"Ventura River Preserve
"
#1371,Tenaja Trail,MODERATE,52,"San Mateo Canyon Wilderness
"
#1372,San Jacinto Peak via Fuller Ridge Trail,HARD,32,"Mount San Jacinto State Park
"
#1373,Top of the World via Canyon Acres Trail,MODERATE,71,"Laguna Beach, California
"
#1374,South Fortuna Mountain Trail,MODERATE,45,"Mission Trails Regional Park
"
#1375,Thousand Island Lake via PCT,HARD,29,"Ansel Adams Wilderness
"
#1376,Sycamore Canyon Extended Trail,MODERATE,97,"Sycamore Canyon Wilderness Park
"
#1377,Flag Hill Loop Trail,MODERATE,55,"Sunol Regional Wilderness
"
#1378,Mount Lowe Road to Inspiration Point,MODERATE,52,"Angeles National Forest
"
#1379,San Clemente State Beach,EASY,72,"San Clemente State Beach
"
#1380,Hole-in-the-Wall Rings Trail,MODERATE,58,"Mojave National Preserve
"
#1381,Artist Point Trail,MODERATE,33,"Yosemite National Park
"
#1382,Islip Saddle to Mt. Williamson Via Pacific Crest Trail,MODERATE,61,"Angeles National Forest
"
#1383,Twin Peaks Trail,HARD,41,"Angeles National Forest
"
#1384,Rattlesnake Loop Trail,MODERATE,50,"Crystal Cove State Park
"
#1385,Crissy Field and the Palace of Fine Arts,EASY,50,"Marina Green
"
#1386,"Briones Reservoir Loop: Bear Creek, Oursan, Hampton Trails",HARD,61,"East Bay Municipal Utility District Lands (EBMUD)
"
#1387,"Panther Meadows, Southgate Meadows and Gray Butte",MODERATE,49,"Shasta-Trinity National Forest
"
#1388,Holcomb Valley Road,EASY,68,"Fawnskin, California
"
#1389,Lower Doane and Weir Trail Loop and Doane Pond,EASY,56,"Doane Valley Natural Preserve
"
#1390,Lynx Mathis Loop Trail,MODERATE,70,"Aliso And Wood Canyons Regional Park
"
#1391,Morton Ridge Trail,HARD,95,"San Bernardino National Forest
"
#1392,Hoyt Trail,MODERATE,49,"South Yuba River State Park
"
#1393,Calavera Lake Loop,MODERATE,91,"Calavera Park
"
#1394,Haines Canyon to Mount Lukens Trail,HARD,64,"Angeles National Forest
"
#1395,Tequepis Trail,HARD,69,"Los Padres National Forest
"
#1396,Sand Ridge and the Five Lakes Basin,MODERATE,29,"Tahoe National Forest
"
#1397,Rainbow Trail,EASY,58,"Lake Tahoe Basin Management Unit
"
#1398,The Power House,EASY,81,"Norco, California
"
#1399,Amboy Crater,MODERATE,71,"Mojave Trails National Monument
"
#1400,Martis Creek Trail,MODERATE,83,"Martis Creek Lake National Recreation Area
"
#1401,York Trail,MODERATE,77,"Leona Heights Park
"
#1402,"North Fortuna Mountain via Oak Canyon, Fortuna Saddle, and North Fortuna Trails",MODERATE,40,"Mission Trails Regional Park
"
#1403,Western Pacific Trail,EASY,86,"Quarry Lakes Regional Park
"
#1404,Devils Slide Trail,MODERATE,28,"San Jacinto Wilderness
"
#1405,Beach Trail to Yucca Point Trail,MODERATE,23,"La Jolla, California
"
#1406,Upper and Lower Big Springs and Seaview Trails,MODERATE,45,"Tilden Regional Park
"
#1407,Boo Hoff Trail,HARD,87,"Santa Rosa Wilderness
"
#1408,"East Shore, Ridgeline, East Ridge Loop",EASY,56,"Del Valle Regional Park
"
#1409,Balboa Island Loop,EASY,56,"Newport Beach, California
"
#1410,Eagle View Trail,MODERATE,26,"Sequoia National Park
"
#1411,Freeman Creek Trail,MODERATE,34,"Sequoia National Forest
"
#1412,Legg Lake Loop Trail,EASY,77,"Whittier Narrows Recreation Area
"
#1413,"Mountain Theater, West Point Inn, and Mount Tamalpais Loop",MODERATE,52,"Mount Tamalpais Watershed
"
#1414,Limestone Canyon and Loma Ridge Loop,HARD,35,"Limestone Canyon Regional Park
"
#1415,Edwards Loop Sky Trail,MODERATE,73,"Crockett Hills Regional Park
"
#1416,Frog Lake Loop Trail,MODERATE,59,"Henry W. Coe State Park
"
#1417,Wildrose Peak Trail,MODERATE,58,"Death Valley, California
"
#1418,Four Corners Loop Trail,MODERATE,57,"Chino Hills State Park
"
#1419,Oakmont and Oakridge Trail,MODERATE,88,"Oakmont Park
"
#1420,Sulphur Creek Reservoir Loop,EASY,79,"Laguna Niguel Regional Park
"
#1421,Artists Drive,EASY,52,"Death Valley National Park
"
#1422,Fiscalini Ranch Preserve,EASY,81,"Cambria, California
"
#1423,Barney Lake Trail,MODERATE,60,"Toiyabe National Forest
"
#1424,Coyote Creek Trail,EASY,84,"Hellyer County Park
"
#1425,Carlsbad Sea Wall Trail,EASY,64,"Carlsbad, California
"
#1426,Rush Creek Trail to Agnew Lake,MODERATE,55,"Inyo National Forest
"
#1427,Frog Lake Overlook Trail,HARD,62,"Tahoe National Forest
"
#1428,Mentryville: Pico Canyon Trail,MODERATE,91,"Santa Clarita Woodlands Park
"
#1429,Helix Flume Trail,MODERATE,78,"El Monte County Park
"
#1430,Young Lakes Trail Loop,MODERATE,32,"Yosemite National Park
"
#1431,Hart Park Trail,MODERATE,95,"Hart Memorial Unit
"
#1432,McCallum Trail,EASY,81,"Coachella Valley Preserve
"
#1433,Black's Beach Trail,MODERATE,54,"La Jolla, California
"
#1434,Drury Chaney Loop Trail,EASY,81,"Humboldt Redwoods State Park
"
#1435,PCT: CA Section B - Warner Springs to Highway 10,HARD,20,"San Bernardino National Forest
"
#1436,Clevenger Canyon-San Pasqual North Trail,MODERATE,88,"Cleveland National Forest
"
#1437,Brush Canyon: Brush Canyon Trail,MODERATE,49,"Griffith Park
"
#1438,Dana Point Beach Trail,MODERATE,66,"Dana Point Marine Life Refuge
"
#1439,Trans-Catalina Trail: From Avalon to Black Jack Camp,HARD,44,"Avalon, California
"
#1440,Dry Creek Trail,EASY,124,"Modesto, California
"
#1441,Chaparral Peak via Sonewall-Panoramic Trail,HARD,29,"Claremont Canyon Regional Preserve
"
#1442,Los Jilgueros Preserve Trail,EASY,104,"Fallbrook, California
"
#1443,Stevens Trail East,MODERATE,67,"Colfax, California
"
#1444,Hedge Creek Falls,EASY,76,"Dunsmuir, California
"
#1445,China Hole Trail Loop,HARD,49,"Henry W. Coe State Park
"
#1446,Redwood Canyon Trail,MODERATE,58,"Garland Ranch Regional Park
"
#1447,Lake Merced Trail,EASY,107,"Lake Merced Park
"
#1448,Angora Lakes,MODERATE,27,"Lake Tahoe Basin Management Unit
"
#1449,Sunol Wilderness to Mission Peak,HARD,48,"Sunol Regional Wilderness
"
#1450,Arastradero Lake Via Juan Batista de Anza and Wild Rye Trails,MODERATE,85,"Arastradero Preserve
"
#1451,Browns Ravine South Shore Trail,MODERATE,81,"Folsom Lake State Recreation Area
"
#1452,Laurel Lakes OHV Route,MODERATE,38,"Inyo National Forest
"
#1453,Parker Mesa Overlook Trail to East Topanga Fire Road,MODERATE,65,"Topanga State Park
"
#1454,Tuolumne Meadows to Yosemite Valley Trail,MODERATE,8,"Yosemite National Park
"
#1455,Lake Del Valle Trail,MODERATE,50,"Del Valle Regional Park
"
#1456,Rubicon OHV Trail,HARD,38,"El Dorado National Forest
"
#1457,"Stream, Mist and French Trail Loop",MODERATE,40,"Redwood Regional Park
"
#1458,Kent Lake via Candalero Canyon Trail Loop,MODERATE,63,"Mount Tamalpais Watershed
"
#1459,Mount Disappointment and San Gabriel Peak,MODERATE,64,"Angeles National Forest
"
#1460,Cascade Canal Trail,EASY,67,"Nevada City, California
"
#1461,Blue Sky Reserve to Mount Woodson Trail,MODERATE,66,"Lake Poway Park
"
#1462,Badlands Park and South Laguna Coast,EASY,73,"Aliso And Wood Canyons Regional Park
"
#1463,Philosopher's Way,EASY,93,"John McLaren Park
"
#1464,Carson Falls Trail,MODERATE,46,"Mount Tamalpais Watershed
"
#1465,Kennedy Meadows to Relief Reservior Trail,MODERATE,41,"Stanislaus National Forest
"
#1466,Monroe Ridge Trail and the Monument Trail,MODERATE,76,"Marshall Gold Discovery State Historic Park
"
#1467,East Canyon and Rice Canyon Trail,MODERATE,59,"Santa Clarita Woodlands Park
"
#1468,Felsman Loop Trail,MODERATE,60,"Ferrini Ranch Open Space
"
#1469,Glendora Ridge Motorway,MODERATE,74,"Angeles National Forest
"
#1470,Long Beach Shoreline Bike Path,EASY,71,"Long Beach, California
"
#1471,Linda Falls Trail,MODERATE,75,"Las Posadas State Forest
"
#1472,"Indian Joe Creek, Cave Rocks, Vista Grande, Eagle View, McCorkle, Canyon View",MODERATE,54,"Sunol Regional Wilderness
"
#1473,Old Mission Dam to North and South Fortuna Loop,MODERATE,36,"Mission Trails Regional Park
"
#1474,PCT: CA Section K - Echo Lake to Highway 80,HARD,12,"Desolation Wilderness
"
#1475,Devil's Punchbowl Trail,HARD,30,"Siskiyou Wilderness
"
#1476,Point Buchon Trail,EASY,66,"Los Osos, California
"
#1477,"Mountain, Sonoma Ridge, Coon and Vineyard Trail",MODERATE,65,"Jack London State Historic Park
"
#1478,Gianelli Trail to Chewing Gum Lake,MODERATE,30,"Emigrant Wilderness
"
#1479,Matt Davis and Cataract Trail,HARD,29,"Mount Tamalpais State Park
"
#1480,Lava Tube Trail,EASY,42,"Mojave National Preserve
"
#1481,Boat Road to Bommer Ridge and Emerald Canyon Loop Trail,MODERATE,36,"Laguna Coast Wilderness Park
"
#1482,Pyramid Peak via Lyons Creek Trail,HARD,32,"Desolation Wilderness
"
#1483,Headlands Trail,EASY,76,"Harmony Headlands State Park
"
#1484,Canyon and Pony Gate Trail Loop,EASY,46,"Sugarloaf Ridge State Park
"
#1485,Johns Meadow Trail to Johns Meadow,MODERATE,62,"San Gorgonio Wilderness
"
#1486,Secret Passage to Simi Peak (Rabbit Ridge Trail),HARD,50,"Oakbrook Regional Park
"
#1487,"Coastal, Cataract, and Old Mine Loop",MODERATE,49,"Mount Tamalpais State Park
"
#1488,Subway Cave Trail,EASY,52,"Lassen National Forest
"
#1489,Buzzard's Roost via Pine Mountain Trail,MODERATE,65,"Big Basin Redwoods State Park
"
#1490,New Almaden Trail,HARD,42,"Almaden Quicksilver County Park
"
#1491,Moses Spring Trail to Bear Gulch Reservoir,MODERATE,26,"Pinnacles National Park
"
#1492,Pacific Electric Trail,EASY,76,"Rancho Cucamonga Central Park
"
#1493,Orcutt Hill Trails,EASY,96,"Orcutt Community Park
"
#1494,Pacific to Redwoods Loop,HARD,45,"Wilder Ranch State Park
"
#1495,Bell View Trail to Bell Peak,HARD,59,"Trabuco Canyon, California
"
#1496,Eagle Falls Vista Point Loop,EASY,37,"Emerald Bay State Park
"
#1497,Lola Montez Trail,MODERATE,69,"Tahoe National Forest
"
#1498,"Lang Ranch Ridge, Meadow Vista and Albertson Loop",EASY,38,"Lang Ranch Open Space
"
#1499,Siberia Creek Trail,MODERATE,37,"San Bernardino National Forest
"
#1500,Big Falls Trail,EASY,37,"Santa Lucia Wilderness
"
#1501,Willow Creek Trail to Hidden Lake and Round Valley Loop,MODERATE,65,"Mount San Jacinto State Park
"
#1502,Wilson Canyon Trail,MODERATE,95,"Sylmar, California
"
#1503,Ontario Ridge Trail via Sycamore Springs,MODERATE,60,"Avila Beach, California
"
#1504,Carolyn Wood View Knoll from Temple Hill,EASY,57,"Aliso And Wood Canyons Regional Park
"
#1505,Mission Peak via Bay Area Ridge Trail and Ed Levin Park,HARD,52,"Ed R Levin County Park
"
#1506,Goat Trails,MODERATE,81,"Santa Rosa and San Jacinto Mountains National Monument
"
#1507,Fletcher Point,MODERATE,78,"Escondido, California
"
#1508,Eagle Peak Trail,HARD,26,"Yosemite National Park
"
#1509,Big Stump Loop Trail,EASY,52,"Kings Canyon National Park
"
#1510,San Pablo Ridge Trail,HARD,56,"Wildcat Canyon Regional Park
"
#1511,Barker Valley Spur Trail,MODERATE,57,"Cleveland National Forest
"
#1512,Big Tree Circle Trail,EASY,57,"Prairie Creek Redwoods State Park
"
#1513,Black Canyon Trail,EASY,52,"University Of California San Diego Park
"
#1514,Menifee Cross Trail,MODERATE,114,"Aldergate Park
"
#1515,Burney Falls and the Burney Creek Headwaters Trail,MODERATE,45,"McArthur-Burney Falls Memorial State Park
"
#1516,Wawona Meadow Loop Trail,EASY,72,"Yosemite National Park
"
#1517,Methuselah Trail,MODERATE,36,"Inyo National Forest
"
#1518,Las Llajas Trail,HARD,67,"Rocky Peak Park
"
#1519,Guadalupe and Mine Hill Loop,MODERATE,31,"San Jose, California
"
#1520,Ostrander Lake Trail,MODERATE,57,"Yosemite National Park
"
#1521,Terra Linda - Sleepy Hollow Ridge Trails,EASY,81,"San Rafael, California
"
#1522,Sanborn Skyline Park to Castle Rock State Park,HARD,39,"Sanborn County Park
"
#1523,Thousand Steps Beach,EASY,49,"Laguna Beach, California
"
#1524,Mormon Rocks Interpretive Trail,EASY,65,"San Bernardino National Forest
"
#1525,Painted Canyon,EASY,47,"Mecca Hills Wilderness
"
#1526,Strawberry Peak via Colby Canyon,HARD,62,"San Gabriel Mountains National Monument
"
#1527,Stelzer Park Loop Trail,MODERATE,69,"Louis Stelzer County Park
"
#1528,Bon Tempe Cataract Falls Loop Trail,HARD,42,"Mount Tamalpais Watershed
"
#1529,Howard King Trail,MODERATE,39,"Big Basin Redwoods State Park
"
#1530,Gerle Loop Trail,EASY,79,"Cronan Ranch Regional Trails Park
"
#1531,Balconies Cave Trail,MODERATE,56,"Pinnacles National Park
"
#1532,Heart Lake Trail,MODERATE,54,"Inyo National Forest
"
#1533,Backbone Trail from Will Rogers to Stunt Road,HARD,50,"Topanga State Park
"
#1534,Pinyon Peak Loop,HARD,54,"Garland Ranch Regional Park
"
#1535,Gold Mountain Trail,HARD,56,"San Bernardino National Forest
"
#1536,Ruck-A-Chucky Rapids Trail,MODERATE,25,"Auburn State Recreation Area
"
#1537,Embarcadero to Spanish Landing,EASY,63,"San Diego, California
"
#1538,Sunrise Lakes Trail,HARD,19,"Yosemite National Park
"
#1539,Gabrielino Trail to El Prieto Trail Loop,HARD,59,"Hahamongna Watershed Park
"
#1540,Silver Lake Reservoir Trail,MODERATE,93,"Silver Lake Recreation Center
"
#1541,Old San Gabriel Canyon Road Trail,EASY,69,"San Gabriel Mountains National Monument
"
#1542,Elizabeth Lake Trail,MODERATE,39,"Yosemite National Park
"
#1543,The Cool to Canyon Loop Trail,HARD,45,"Auburn State Recreation Area
"
#1544,PCT: CA Section D - Highway 15 to Auga Dulce,HARD,23,"San Bernardino National Forest
"
#1545,Bald Mountain Trail,MODERATE,68,"Sugarloaf Ridge State Park
"
#1546,Catalina Verdugo Trail,MODERATE,81,"Glendale, California
"
#1547,Desert Queen Mine and Eagle Cliff Boulder House,EASY,44,"Joshua Tree National Park
"
#1548,Creekside Trail to Big Leaf Trail Loop,MODERATE,83,"Shiloh Ranch Regional Park
"
#1549,Old Briones Road Trail,MODERATE,55,"Briones Regional Park
"
#1550,Lower Meadow Trail to Farm Bypass Loop,EASY,4,"Rancho San Antonio County Park
"
#1551,Huntington Beach Trail,EASY,57,"Huntington Beach, California
"
#1552,James Irvine Trail,MODERATE,41,"Prairie Creek Redwoods State Park
"
#1553,Preston Falls Trail,MODERATE,41,"Stanislaus National Forest
"
#1554,Rancheria Falls Trail,MODERATE,27,"Yosemite National Park
"
#1555,Blue Oak and Polly Geraci Trail,EASY,76,"Pulgas Ridge Open Space Preserve
"
#1556,San Gabriel River Bike Path- San Gabriel Canyon to Seal Beach,EASY,42,"Azusa, California
"
#1557,Coyote and Ahwingna Trail Loop,MODERATE,67,"Hacienda Heights, California
"
#1558,Terri Peak Loop Trail,MODERATE,64,"Lake Perris State Recreation Area
"
#1559,South Fortuna Mountain and Fortuna Saddle Loop,MODERATE,54,"Mission Trails Regional Park
"
#1560,Buena Vista Trail,EASY,42,"Kings Canyon National Park
"
#1561,Russian Gulch Fern Canyon and Waterfall Trail Loop,MODERATE,52,"Russian Gulch State Park
"
#1562,Round Top Trail Loop,EASY,56,"Robert Sibley Volcanic Regional Preserve
"
#1563,Wilderness Gardens Upper Meadow Camelia View and Alice Fries,EASY,85,"Wilderness Gardens County Preserve
"
#1564,Mount Pacifico Loop Trail,HARD,61,"San Gabriel Mountains National Monument
"
#1565,Tijuana Estuary Trail,EASY,90,"Tijuana Slough National Wildlife Refuge
"
#1566,Coast Trail: Limantour to Sculptured Beach,MODERATE,38,"Point Reyes National Seashore
"
#1567,Bertha Peak Via Holcomb Valley Road (2N09),EASY,41,"San Bernardino National Forest
"
#1568,Champion Lodgepole Bluff Mesa Trail,MODERATE,33,"San Bernardino National Forest
"
#1569,Rough Go Trail Loop via Canyon Trail,MODERATE,82,"Annadel State Park
"
#1570,Castro Crest via Backbone Trail,MODERATE,41,"Malibu Creek State Park
"
#1571,Coronado Beach,EASY,65,"Coronado, California
"
#1572,Cobalt Canyon Motorway,EASY,43,"San Dimas, California
"
#1573,Pacifica Beaches - San Mateo Beaches and Coastal Trail,EASY,48,"Golden Gate National Recreation Area
"
#1574,Yorba Regional Park,EASY,65,"Yorba Regional Park
"
#1575,The Lakes Trail,HARD,21,"Three Rivers, California
"
#1576,Cerro San Luis Obispo Trail,MODERATE,81,"Charies A and Mary R Maino Open Space
"
#1577,Grover Hot Springs State Park Waterfall Trail,EASY,53,"Grover Hot Springs State Park
"
#1578,"B.F.I., Moro Ridge Spur, Poles Loop",MODERATE,58,"Crystal Cove State Park
"
#1579,Shaver Lake Trail,EASY,61,"Sierra National Forest
"
#1580,Josephine Peak via Colby Canyon Trail,MODERATE,72,"San Gabriel Mountains National Monument
"
#1581,Joshua Tree National Park Geology OHV Tour Road,MODERATE,47,"Joshua Tree National Park
"
